timestamp,source_ip,dest_ip,port,protocol,bytes,failed_login,event_type
2026-02-17T02:56:48.393121,144.247.30.207,192.168.1.4,80,TCP,979,0,connection
2026-02-17T02:56:48.393121,144.247.30.207,192.168.1.4,80,TCP,2420,0,connection
2026-02-17T02:56:49.393121,144.247.30.207,192.168.1.4,80,TCP,4977,0,connection
2026-02-17T02:56:49.393121,144.247.30.207,192.168.1.4,80,TCP,3556,0,connection
2026-02-17T02:56:49.393121,144.247.30.207,192.168.1.4,80,TCP,4776,0,connection
2026-02-17T02:56:49.393121,144.247.30.207,192.168.1.4,80,TCP,4656,0,connection
2026-02-17T02:56:49.393121,144.247.30.207,192.168.1.4,80,TCP,2493,0,connection
2026-02-17T02:56:50.393121,144.247.30.207,192.168.1.4,80,TCP,4762,0,connection
2026-02-17T02:56:51.393121,144.247.30.207,192.168.1.4,80,TCP,1276,0,connection
2026-02-17T02:56:52.393121,144.247.30.207,192.168.1.4,80,TCP,3317,0,connection
2026-02-17T02:56:53.393121,144.247.30.207,192.168.1.4,80,TCP,2229,0,connection
2026-02-17T02:56:53.393121,144.247.30.207,192.168.1.4,80,TCP,1663,0,connection
2026-02-17T02:56:54.393121,144.247.30.207,192.168.1.4,80,TCP,4626,0,connection
2026-02-17T02:56:54.393121,144.247.30.207,192.168.1.4,80,TCP,4027,0,connection
2026-02-17T02:56:54.393121,144.247.30.207,192.168.1.4,80,TCP,769,0,connection
2026-02-17T02:56:54.393121,144.247.30.207,192.168.1.4,80,TCP,3372,0,connection
2026-02-17T02:56:54.393121,144.247.30.207,192.168.1.4,80,TCP,418,0,connection
2026-02-17T02:56:54.393121,144.247.30.207,192.168.1.4,80,TCP,2107,0,connection
2026-02-17T02:56:55.393121,144.247.30.207,192.168.1.4,80,TCP,3891,0,connection
2026-02-17T02:56:55.393121,144.247.30.207,192.168.1.4,80,TCP,2140,0,connection
2026-02-17T02:56:56.393121,144.247.30.207,192.168.1.4,80,TCP,3991,0,connection
2026-02-17T02:56:56.393121,144.247.30.207,192.168.1.4,80,TCP,1844,0,connection
2026-02-17T02:56:56.393121,144.247.30.207,192.168.1.4,80,TCP,4090,0,connection
2026-02-17T02:56:56.393121,144.247.30.207,192.168.1.4,80,TCP,2559,0,connection
2026-02-17T02:56:56.393121,144.247.30.207,192.168.1.4,80,TCP,825,0,connection
2026-02-17T02:56:56.393121,144.247.30.207,192.168.1.4,80,TCP,2580,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,4981,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,4272,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,4329,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,411,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,3055,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,4943,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,2044,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,4154,0,connection
2026-02-17T02:56:57.393121,144.247.30.207,192.168.1.4,80,TCP,3519,0,connection
2026-02-17T02:56:58.393121,144.247.30.207,192.168.1.4,80,TCP,2257,0,connection
2026-02-17T02:56:58.393121,144.247.30.207,192.168.1.4,80,TCP,871,0,connection
2026-02-17T02:56:59.393121,144.247.30.207,192.168.1.4,80,TCP,4837,0,connection
2026-02-17T02:56:59.393121,144.247.30.207,192.168.1.4,80,TCP,1794,0,connection
2026-02-17T02:56:59.393121,144.247.30.207,192.168.1.4,80,TCP,1573,0,connection
2026-02-17T02:56:59.393121,144.247.30.207,192.168.1.4,80,TCP,2108,0,connection
2026-02-17T02:57:00.393121,144.247.30.207,192.168.1.4,80,TCP,2387,0,connection
2026-02-17T02:57:01.393121,144.247.30.207,192.168.1.4,80,TCP,2711,0,connection
2026-02-17T02:57:01.393121,144.247.30.207,192.168.1.4,80,TCP,1015,0,connection
2026-02-17T02:57:01.393121,144.247.30.207,192.168.1.4,80,TCP,2039,0,connection
2026-02-17T02:57:01.393121,144.247.30.207,192.168.1.4,80,TCP,3353,0,connection
2026-02-17T02:57:01.393121,144.247.30.207,192.168.1.4,80,TCP,1569,0,connection
2026-02-17T02:57:02.393121,144.247.30.207,192.168.1.4,80,TCP,3179,0,connection
2026-02-17T02:57:02.393121,144.247.30.207,192.168.1.4,80,TCP,2668,0,connection
2026-02-17T02:57:03.393121,144.247.30.207,192.168.1.4,80,TCP,3636,0,connection
2026-02-17T02:57:03.393121,144.247.30.207,192.168.1.4,80,TCP,921,0,connection
2026-02-17T02:57:04.393121,144.247.30.207,192.168.1.4,80,TCP,1558,0,connection
2026-02-17T02:57:04.393121,144.247.30.207,192.168.1.4,80,TCP,105,0,connection
2026-02-17T02:57:05.393121,144.247.30.207,192.168.1.4,80,TCP,2188,0,connection
2026-02-17T02:57:05.393121,144.247.30.207,192.168.1.4,80,TCP,2799,0,connection
2026-02-17T02:57:05.393121,144.247.30.207,192.168.1.4,80,TCP,1520,0,connection
2026-02-17T02:57:06.393121,144.247.30.207,192.168.1.4,80,TCP,2879,0,connection
2026-02-17T02:57:06.393121,144.247.30.207,192.168.1.4,80,TCP,1113,0,connection
2026-02-17T02:57:06.393121,144.247.30.207,192.168.1.4,80,TCP,195,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,4489,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,4752,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,3698,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,3821,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,1650,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,4317,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,2374,0,connection
2026-02-17T02:57:07.393121,144.247.30.207,192.168.1.4,80,TCP,4390,0,connection
2026-02-17T02:57:08.393121,144.247.30.207,192.168.1.4,80,TCP,2993,0,connection
2026-02-17T02:57:08.393121,144.247.30.207,192.168.1.4,80,TCP,4457,0,connection
2026-02-17T02:57:08.393121,144.247.30.207,192.168.1.4,80,TCP,4836,0,connection
2026-02-17T02:57:09.393121,144.247.30.207,192.168.1.4,80,TCP,1325,0,connection
2026-02-17T02:57:09.393121,144.247.30.207,192.168.1.4,80,TCP,4927,0,connection
2026-02-17T02:57:09.393121,144.247.30.207,192.168.1.4,80,TCP,2290,0,connection
2026-02-17T02:57:10.393121,144.247.30.207,192.168.1.4,80,TCP,2810,0,connection
2026-02-17T02:57:10.393121,144.247.30.207,192.168.1.4,80,TCP,4811,0,connection
2026-02-17T02:57:10.393121,144.247.30.207,192.168.1.4,80,TCP,877,0,connection
2026-02-17T02:57:10.393121,144.247.30.207,192.168.1.4,80,TCP,917,0,connection
2026-02-17T02:57:11.393121,144.247.30.207,192.168.1.4,80,TCP,167,0,connection
2026-02-17T02:57:11.393121,144.247.30.207,192.168.1.4,80,TCP,3223,0,connection
2026-02-17T02:57:11.393121,144.247.30.207,192.168.1.4,80,TCP,4768,0,connection
2026-02-17T02:57:12.393121,144.247.30.207,192.168.1.4,80,TCP,4215,0,connection
2026-02-17T02:57:12.393121,144.247.30.207,192.168.1.4,80,TCP,1738,0,connection
2026-02-17T02:57:13.393121,144.247.30.207,192.168.1.4,80,TCP,500,0,connection
2026-02-17T02:57:13.393121,144.247.30.207,192.168.1.4,80,TCP,539,0,connection
2026-02-17T02:57:13.393121,144.247.30.207,192.168.1.4,80,TCP,2795,0,connection
2026-02-17T02:57:13.393121,144.247.30.207,192.168.1.4,80,TCP,4677,0,connection
2026-02-17T02:57:13.393121,144.247.30.207,192.168.1.4,80,TCP,3899,0,connection
2026-02-17T02:57:14.393121,144.247.30.207,192.168.1.4,80,TCP,3394,0,connection
2026-02-17T02:57:14.393121,144.247.30.207,192.168.1.4,80,TCP,2698,0,connection
2026-02-17T02:57:14.393121,144.247.30.207,192.168.1.4,80,TCP,1689,0,connection
2026-02-17T02:57:14.393121,144.247.30.207,192.168.1.4,80,TCP,1770,0,connection
2026-02-17T02:57:14.393121,144.247.30.207,192.168.1.4,80,TCP,447,0,connection
2026-02-17T02:57:15.393121,144.247.30.207,192.168.1.4,80,TCP,59,0,connection
2026-02-17T02:57:15.393121,144.247.30.207,192.168.1.4,80,TCP,4424,0,connection
2026-02-17T02:57:15.393121,144.247.30.207,192.168.1.4,80,TCP,690,0,connection
2026-02-17T02:57:15.393121,144.247.30.207,192.168.1.4,80,TCP,920,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,1826,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,4716,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,938,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,4163,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,4902,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,1731,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,1358,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,2750,0,connection
2026-02-17T02:57:16.393121,144.247.30.207,192.168.1.4,80,TCP,561,0,connection
2026-02-17T02:57:17.393121,144.247.30.207,192.168.1.4,80,TCP,2087,0,connection
2026-02-17T02:57:17.393121,144.247.30.207,192.168.1.4,80,TCP,2525,0,connection
2026-02-17T02:57:17.393121,144.247.30.207,192.168.1.4,80,TCP,1023,0,connection
2026-02-17T02:57:17.393121,144.247.30.207,192.168.1.4,80,TCP,1945,0,connection
2026-02-17T02:57:18.393121,144.247.30.207,192.168.1.4,80,TCP,1578,0,connection
2026-02-17T02:57:18.393121,144.247.30.207,192.168.1.4,80,TCP,1385,0,connection
2026-02-17T02:57:18.393121,144.247.30.207,192.168.1.4,80,TCP,2072,0,connection
2026-02-17T02:57:19.393121,144.247.30.207,192.168.1.4,80,TCP,1194,0,connection
2026-02-17T02:57:19.393121,144.247.30.207,192.168.1.4,80,TCP,630,0,connection
2026-02-17T02:57:19.393121,144.247.30.207,192.168.1.4,80,TCP,1712,0,connection
2026-02-17T02:57:19.393121,144.247.30.207,192.168.1.4,80,TCP,602,0,connection
2026-02-17T02:57:19.393121,144.247.30.207,192.168.1.4,80,TCP,3509,0,connection
2026-02-17T02:57:19.393121,144.247.30.207,192.168.1.4,80,TCP,3479,0,connection
2026-02-17T02:57:20.393121,144.247.30.207,192.168.1.4,80,TCP,986,0,connection
2026-02-17T02:57:20.393121,144.247.30.207,192.168.1.4,80,TCP,2751,0,connection
2026-02-17T02:57:20.393121,144.247.30.207,192.168.1.4,80,TCP,3053,0,connection
2026-02-17T02:57:21.393121,144.247.30.207,192.168.1.4,80,TCP,624,0,connection
2026-02-17T02:57:21.393121,144.247.30.207,192.168.1.4,80,TCP,2718,0,connection
2026-02-17T02:57:21.393121,144.247.30.207,192.168.1.4,80,TCP,3385,0,connection
2026-02-17T02:57:21.393121,144.247.30.207,192.168.1.4,80,TCP,1656,0,connection
2026-02-17T02:57:22.393121,144.247.30.207,192.168.1.4,80,TCP,4657,0,connection
2026-02-17T02:57:22.393121,144.247.30.207,192.168.1.4,80,TCP,514,0,connection
2026-02-17T02:57:22.393121,144.247.30.207,192.168.1.4,80,TCP,3519,0,connection
2026-02-17T02:57:22.393121,144.247.30.207,192.168.1.4,80,TCP,3594,0,connection
2026-02-17T02:57:22.393121,144.247.30.207,192.168.1.4,80,TCP,1894,0,connection
2026-02-17T02:57:23.393121,144.247.30.207,192.168.1.4,80,TCP,831,0,connection
2026-02-17T02:57:23.393121,144.247.30.207,192.168.1.4,80,TCP,2530,0,connection
2026-02-17T02:57:24.393121,144.247.30.207,192.168.1.4,80,TCP,1717,0,connection
2026-02-17T02:57:24.393121,144.247.30.207,192.168.1.4,80,TCP,2466,0,connection
2026-02-17T02:57:25.393121,144.247.30.207,192.168.1.4,80,TCP,706,0,connection
2026-02-17T02:57:25.393121,144.247.30.207,192.168.1.4,80,TCP,1623,0,connection
2026-02-17T02:57:25.393121,144.247.30.207,192.168.1.4,80,TCP,1612,0,connection
2026-02-17T02:57:25.393121,144.247.30.207,192.168.1.4,80,TCP,1376,0,connection
2026-02-17T02:57:25.393121,144.247.30.207,192.168.1.4,80,TCP,4886,0,connection
2026-02-17T02:57:25.393121,144.247.30.207,192.168.1.4,80,TCP,2720,0,connection
2026-02-17T03:01:00.393121,121.55.40.114,192.168.1.9,48389,TCP,214,0,connection
2026-02-17T03:01:02.393121,121.55.40.114,192.168.1.9,16466,TCP,136,0,connection
2026-02-17T03:01:04.393121,121.55.40.114,192.168.1.9,28275,TCP,380,0,connection
2026-02-17T03:01:07.393121,121.55.40.114,192.168.1.9,6357,TCP,250,0,connection
2026-02-17T03:01:08.393121,121.55.40.114,192.168.1.9,60992,TCP,143,0,connection
2026-02-17T03:01:09.393121,121.55.40.114,192.168.1.9,58386,TCP,333,0,connection
2026-02-17T03:01:11.393121,66.43.28.185,192.168.1.5,21048,TCP,310,0,connection
2026-02-17T03:01:12.393121,121.55.40.114,192.168.1.9,1745,TCP,356,0,connection
2026-02-17T03:01:13.393121,66.43.28.185,192.168.1.5,7963,TCP,285,0,connection
2026-02-17T03:01:14.393121,66.43.28.185,192.168.1.5,54682,TCP,436,0,connection
2026-02-17T03:01:18.393121,121.55.40.114,192.168.1.9,43426,TCP,326,0,connection
2026-02-17T03:01:19.393121,121.55.40.114,192.168.1.9,25053,TCP,336,0,connection
2026-02-17T03:01:21.393121,66.43.28.185,192.168.1.5,56329,TCP,247,0,connection
2026-02-17T03:01:22.393121,66.43.28.185,192.168.1.5,33348,TCP,179,0,connection
2026-02-17T03:01:23.393121,66.43.28.185,192.168.1.5,34028,TCP,484,0,connection
2026-02-17T03:01:26.393121,121.55.40.114,192.168.1.9,758,TCP,333,0,connection
2026-02-17T03:01:27.393121,121.55.40.114,192.168.1.9,124,TCP,128,0,connection
2026-02-17T03:01:28.393121,121.55.40.114,192.168.1.9,59358,TCP,304,0,connection
2026-02-17T03:01:29.393121,66.43.28.185,192.168.1.5,818,TCP,430,0,connection
2026-02-17T03:01:29.393121,121.55.40.114,192.168.1.9,38215,TCP,105,0,connection
2026-02-17T03:01:30.393121,121.55.40.114,192.168.1.9,13767,TCP,347,0,connection
2026-02-17T03:01:32.393121,66.43.28.185,192.168.1.5,18966,TCP,116,0,connection
2026-02-17T03:01:32.393121,121.55.40.114,192.168.1.9,36163,TCP,466,0,connection
2026-02-17T03:01:34.393121,66.43.28.185,192.168.1.5,24074,TCP,111,0,connection
2026-02-17T03:01:35.393121,121.55.40.114,192.168.1.9,10576,TCP,335,0,connection
2026-02-17T03:01:36.393121,66.43.28.185,192.168.1.5,32499,TCP,354,0,connection
2026-02-17T03:01:36.393121,66.43.28.185,192.168.1.5,53235,TCP,136,0,connection
2026-02-17T03:01:38.393121,66.43.28.185,192.168.1.5,34322,TCP,313,0,connection
2026-02-17T03:01:38.393121,121.55.40.114,192.168.1.9,17803,TCP,377,0,connection
2026-02-17T03:01:38.393121,121.55.40.114,192.168.1.9,1284,TCP,271,0,connection
2026-02-17T03:01:39.393121,66.43.28.185,192.168.1.5,34771,TCP,439,0,connection
2026-02-17T03:01:39.393121,121.55.40.114,192.168.1.9,15275,TCP,217,0,connection
2026-02-17T03:01:41.393121,121.55.40.114,192.168.1.9,15718,TCP,358,0,connection
2026-02-17T03:01:41.393121,121.55.40.114,192.168.1.9,54112,TCP,121,0,connection
2026-02-17T03:01:42.393121,121.55.40.114,192.168.1.9,43362,TCP,56,0,connection
2026-02-17T03:01:42.393121,66.43.28.185,192.168.1.5,1874,TCP,225,0,connection
2026-02-17T03:01:43.393121,66.43.28.185,192.168.1.5,62656,TCP,119,0,connection
2026-02-17T03:01:43.393121,66.43.28.185,192.168.1.5,54389,TCP,500,0,connection
2026-02-17T03:01:47.393121,121.55.40.114,192.168.1.9,22973,TCP,444,0,connection
2026-02-17T03:01:47.393121,121.55.40.114,192.168.1.9,51018,TCP,207,0,connection
2026-02-17T03:01:47.393121,66.43.28.185,192.168.1.5,65427,TCP,87,0,connection
2026-02-17T03:01:47.393121,121.55.40.114,192.168.1.9,15489,TCP,132,0,connection
2026-02-17T03:01:47.393121,121.55.40.114,192.168.1.9,46243,TCP,222,0,connection
2026-02-17T03:01:48.393121,66.43.28.185,192.168.1.5,6297,TCP,193,0,connection
2026-02-17T03:01:48.393121,104.253.245.120,192.168.1.9,22,TCP,947,1,auth_attempt
2026-02-17T03:01:48.393121,121.55.40.114,192.168.1.9,34311,TCP,374,0,connection
2026-02-17T03:01:48.393121,121.55.40.114,192.168.1.9,39139,TCP,185,0,connection
2026-02-17T03:01:49.393121,66.43.28.185,192.168.1.5,44216,TCP,283,0,connection
2026-02-17T03:01:50.393121,121.55.40.114,192.168.1.9,52876,TCP,273,0,connection
2026-02-17T03:01:54.393121,121.55.40.114,192.168.1.9,21773,TCP,313,0,connection
2026-02-17T03:01:55.393121,121.55.40.114,192.168.1.9,29451,TCP,468,0,connection
2026-02-17T03:01:59.393121,66.43.28.185,192.168.1.5,26487,TCP,236,0,connection
2026-02-17T03:01:59.393121,66.43.28.185,192.168.1.5,931,TCP,397,0,connection
2026-02-17T03:02:00.393121,66.43.28.185,192.168.1.5,32138,TCP,462,0,connection
2026-02-17T03:02:01.393121,66.43.28.185,192.168.1.5,50286,TCP,142,0,connection
2026-02-17T03:02:01.393121,66.43.28.185,192.168.1.5,52016,TCP,353,0,connection
2026-02-17T03:02:04.393121,66.43.28.185,192.168.1.5,62412,TCP,298,0,connection
2026-02-17T03:02:04.393121,66.43.28.185,192.168.1.5,37180,TCP,66,0,connection
2026-02-17T03:02:06.393121,66.43.28.185,192.168.1.5,18146,TCP,70,0,connection
2026-02-17T03:02:10.393121,66.43.28.185,192.168.1.5,50620,TCP,308,0,connection
2026-02-17T03:02:27.393121,50.193.246.67,192.168.1.6,80,TCP,646,0,connection
2026-02-17T03:02:28.393121,50.193.246.67,192.168.1.6,80,TCP,171,0,connection
2026-02-17T03:02:28.393121,50.193.246.67,192.168.1.6,80,TCP,2203,0,connection
2026-02-17T03:02:28.393121,50.193.246.67,192.168.1.6,80,TCP,1879,0,connection
2026-02-17T03:02:28.393121,50.193.246.67,192.168.1.6,80,TCP,845,0,connection
2026-02-17T03:02:28.393121,50.193.246.67,192.168.1.6,80,TCP,4705,0,connection
2026-02-17T03:02:29.393121,50.193.246.67,192.168.1.6,80,TCP,3086,0,connection
2026-02-17T03:02:29.393121,50.193.246.67,192.168.1.6,80,TCP,1874,0,connection
2026-02-17T03:02:29.393121,50.193.246.67,192.168.1.6,80,TCP,3625,0,connection
2026-02-17T03:02:29.393121,50.193.246.67,192.168.1.6,80,TCP,4719,0,connection
2026-02-17T03:02:30.393121,50.193.246.67,192.168.1.6,80,TCP,1302,0,connection
2026-02-17T03:02:30.393121,50.193.246.67,192.168.1.6,80,TCP,3095,0,connection
2026-02-17T03:02:31.393121,50.193.246.67,192.168.1.6,80,TCP,603,0,connection
2026-02-17T03:02:31.393121,50.193.246.67,192.168.1.6,80,TCP,724,0,connection
2026-02-17T03:02:31.393121,50.193.246.67,192.168.1.6,80,TCP,1848,0,connection
2026-02-17T03:02:32.393121,50.193.246.67,192.168.1.6,80,TCP,2460,0,connection
2026-02-17T03:02:32.393121,50.193.246.67,192.168.1.6,80,TCP,1763,0,connection
2026-02-17T03:02:33.393121,50.193.246.67,192.168.1.6,80,TCP,105,0,connection
2026-02-17T03:02:33.393121,50.193.246.67,192.168.1.6,80,TCP,3816,0,connection
2026-02-17T03:02:34.393121,50.193.246.67,192.168.1.6,80,TCP,4441,0,connection
2026-02-17T03:02:34.393121,50.193.246.67,192.168.1.6,80,TCP,3270,0,connection
2026-02-17T03:02:35.393121,50.193.246.67,192.168.1.6,80,TCP,3952,0,connection
2026-02-17T03:02:35.393121,50.193.246.67,192.168.1.6,80,TCP,889,0,connection
